
Varste si grupe de varsta, Sexe, Medii de rezidenta, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar persoane, Valoare
74 ani, Masculin, Total, Regiunea CENTRU, Anul 1999, Numar persoane, 7043
74 ani, Masculin, Total, Regiunea CENTRU, Anul 2000, Numar persoane, 6893
74 ani, Masculin, Total, Regiunea CENTRU, Anul 2001, Numar persoane, 7276
74 ani, Masculin, Total, Regiunea CENTRU, Anul 2002, Numar persoane, 7230
74 ani, Masculin, Total, Regiunea CENTRU, Anul 2003, Numar persoane, 7213
74 ani, Masculin, Total, Regiunea CENTRU, Anul 2004, Numar persoane, 7296
74 ani, Masculin, Total, Regiunea CENTRU, Anul 2005, Numar persoane, 7618
74 ani, Masculin, Total, Regiunea CENTRU, Anul 2006, Numar persoane, 7599
74 ani, Masculin, Total, Regiunea CENTRU, Anul 2007, Numar persoane, 7825
74 ani, Masculin, Total, Regiunea CENTRU, Anul 2008, Numar persoane, 7271
74 ani, Masculin, Total, Regiunea CENTRU, Anul 2009, Numar persoane, 7156
74 ani, Masculin, Total, Regiunea CENTRU, Anul 2010, Numar persoane, 7356
74 ani, Masculin, Total, Regiunea CENTRU, Anul 2011, Numar persoane, 7833
74 ani, Masculin, Total, Regiunea CENTRU, Anul 2012, Numar persoane, 7915
74 ani, Masculin, Total, Regiunea CENTRU, Anul 2013, Numar persoane, 7788
74 ani, Masculin, Total, Regiunea CENTRU, Anul 2014, Numar persoane, 7851
74 ani, Masculin, Total, Regiunea VEST, Anul 1992, Numar persoane, 2034
74 ani, Masculin, Total, Regiunea VEST, Anul 1993, Numar persoane, 2178
74 ani, Masculin, Total, Regiunea VEST, Anul 1994, Numar persoane, 4582
74 ani, Masculin, Total, Regiunea VEST, Anul 1995, Numar persoane, 4959
74 ani, Masculin, Total, Regiunea VEST, Anul 1996, Numar persoane, 5183
74 ani, Masculin, Total, Regiunea VEST, Anul 1997, Numar persoane, 5535
74 ani, Masculin, Total, Regiunea VEST, Anul 1998, Numar persoane, 5295
74 ani, Masculin, Total, Regiunea VEST, Anul 1999, Numar persoane, 5577
74 ani, Masculin, Total, Regiunea VEST, Anul 2000, Numar persoane, 5560
74 ani, Masculin, Total, Regiunea VEST, Anul 2001, Numar persoane, 5746
74 ani, Masculin, Total, Regiunea VEST, Anul 2002, Numar persoane, 5828
74 ani, Masculin, Total, Regiunea VEST, Anul 2003, Numar persoane, 5972
74 ani, Masculin, Total, Regiunea VEST, Anul 2004, Numar persoane, 5928
74 ani, Masculin, Total, Regiunea VEST, Anul 2005, Numar persoane, 6150
74 ani, Masculin, Total, Regiunea VEST, Anul 2006, Numar persoane, 5962
74 ani, Masculin, Total, Regiunea VEST, Anul 2007, Numar persoane, 6198
74 ani, Masculin, Total, Regiunea VEST, Anul 2008, Numar persoane, 5716
74 ani, Masculin, Total, Regiunea VEST, Anul 2009, Numar persoane, 5755
74 ani, Masculin, Total, Regiunea VEST, Anul 2010, Numar persoane, 5636
74 ani, Masculin, Total, Regiunea VEST, Anul 2011, Numar persoane, 6148
74 ani, Masculin, Total, Regiunea VEST, Anul 2012, Numar persoane, 6231
74 ani, Masculin, Total, Regiunea VEST, Anul 2013, Numar persoane, 6530
74 ani, Masculin, Total, Regiunea VEST, Anul 2014, Numar persoane, 6324
74 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1992, Numar persoane, 4529
74 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1993, Numar persoane, 4859
74 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1994, Numar persoane, 9484
74 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1995, Numar persoane, 10023
74 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1996, Numar persoane, 11029
74 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1997, Numar persoane, 11629
74 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1998, Numar persoane, 10848
74 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1999, Numar persoane, 11035
74 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2000, Numar persoane, 10852
74 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2001, Numar persoane, 10876
74 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2002, Numar persoane, 10881
74 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2003, Numar persoane, 11445
74 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2004, Numar persoane, 11487
74 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2005, Numar persoane, 12052
74 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2006, Numar persoane, 11785
74 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2007, Numar persoane, 12287
74 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2008, Numar persoane, 11341
74 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2009, Numar persoane, 11577
74 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2010, Numar persoane, 11725
74 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2011, Numar persoane, 12410
74 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2012, Numar persoane, 12427
74 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2013, Numar persoane, 12678
74 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2014, Numar persoane, 12692
74 ani, Feminin, Total, Regiunea CENTRU, Anul 1992, Numar persoane, 4036
74 ani, Feminin, Total, Regiunea CENTRU, Anul 1993, Numar persoane, 4298
74 ani, Feminin, Total, Regiunea CENTRU, Anul 1994, Numar persoane, 8243
74 ani, Feminin, Total, Regiunea CENTRU, Anul 1995, Numar persoane, 8475
74 ani, Feminin, Total, Regiunea CENTRU, Anul 1996, Numar persoane, 9935
74 ani, Feminin, Total, Regiunea CENTRU, Anul 1997, Numar persoane, 9843
74 ani, Feminin, Total, Regiunea CENTRU, Anul 1998, Numar persoane, 10046
74 ani, Feminin, Total, Regiunea CENTRU, Anul 1999, Numar persoane, 10184
74 ani, Feminin, Total, Regiunea CENTRU, Anul 2000, Numar persoane, 10120
74 ani, Feminin, Total, Regiunea CENTRU, Anul 2001, Numar persoane, 10203
74 ani, Feminin, Total, Regiunea CENTRU, Anul 2002, Numar persoane, 10091
74 ani, Feminin, Total, Regiunea CENTRU, Anul 2003, Numar persoane, 10435
74 ani, Feminin, Total, Regiunea CENTRU, Anul 2004, Numar persoane, 10462
74 ani, Feminin, Total, Regiunea CENTRU, Anul 2005, Numar persoane, 11168
74 ani, Feminin, Total, Regiunea CENTRU, Anul 2006, Numar persoane, 10698
74 ani, Feminin, Total, Regiunea CENTRU, Anul 2007, Numar persoane, 10969
74 ani, Feminin, Total, Regiunea CENTRU, Anul 2008, Numar persoane, 10363
74 ani, Feminin, Total, Regiunea CENTRU, Anul 2009, Numar persoane, 10432
74 ani, Feminin, Total, Regiunea CENTRU, Anul 2010, Numar persoane, 10434
74 ani, Feminin, Total, Regiunea CENTRU, Anul 2011, Numar persoane, 11305
74 ani, Feminin, Total, Regiunea CENTRU, Anul 2012, Numar persoane, 11399
74 ani, Feminin, Total, Regiunea CENTRU, Anul 2013, Numar persoane, 11342
74 ani, Feminin, Total, Regiunea CENTRU, Anul 2014, Numar persoane, 11524
74 ani, Feminin, Total, Regiunea VEST, Anul 1992, Numar persoane, 3003
74 ani, Feminin, Total, Regiunea VEST, Anul 1993, Numar persoane, 3446
74 ani, Feminin, Total, Regiunea VEST, Anul 1994, Numar persoane, 7379
74 ani, Feminin, Total, Regiunea VEST, Anul 1995, Numar persoane, 8152
74 ani, Feminin, Total, Regiunea VEST, Anul 1996, Numar persoane, 8560
74 ani, Feminin, Total, Regiunea VEST, Anul 1997, Numar persoane, 9027
74 ani, Feminin, Total, Regiunea VEST, Anul 1998, Numar persoane, 8573
74 ani, Feminin, Total, Regiunea VEST, Anul 1999, Numar persoane, 8213
74 ani, Feminin, Total, Regiunea VEST, Anul 2000, Numar persoane, 8368
74 ani, Feminin, Total, Regiunea VEST, Anul 2001, Numar persoane, 8632
74 ani, Feminin, Total, Regiunea VEST, Anul 2002, Numar persoane, 8437
74 ani, Feminin, Total, Regiunea VEST, Anul 2003, Numar persoane, 8933
74 ani, Feminin, Total, Regiunea VEST, Anul 2004, Numar persoane, 8977
74 ani, Feminin, Total, Regiunea VEST, Anul 2005, Numar persoane, 9390
74 ani, Feminin, Total, Regiunea VEST, Anul 2006, Numar persoane, 8801
74 ani, Feminin, Total, Regiunea VEST, Anul 2007, Numar persoane, 9046
74 ani, Feminin, Total, Regiunea VEST, Anul 2008, Numar persoane, 8367
74 ani, Feminin, Total, Regiunea VEST, Anul 2009, Numar persoane, 8428
74 ani, Feminin, Total, Regiunea VEST, Anul 2010, Numar persoane, 8411
74 ani, Feminin, Total, Regiunea VEST, Anul 2011, Numar persoane, 9438
74 ani, Feminin, Total, Regiunea VEST, Anul 2012, Numar persoane, 9564
74 ani, Feminin, Total, Regiunea VEST, Anul 2013, Numar persoane, 9572
74 ani, Feminin, Total, Regiunea VEST, Anul 2014, Numar persoane, 9697
75-79 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1992, Numar persoane, 21923
75-79 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1993, Numar persoane, 18393
75-79 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1994, Numar persoane, 15790
75-79 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1995, Numar persoane, 16726
75-79 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1996, Numar persoane, 18414
75-79 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1997, Numar persoane, 21701
75-79 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1998, Numar persoane, 25357
75-79 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1999, Numar persoane, 28212
75-79 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2000, Numar persoane, 29095
75-79 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2001, Numar persoane, 29948
75-79 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2002, Numar persoane, 30020
75-79 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2003, Numar persoane, 29748
75-79 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2004, Numar persoane, 30000
75-79 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2005, Numar persoane, 30465
75-79 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2006, Numar persoane, 31333
75-79 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2007, Numar persoane, 31636
75-79 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2008, Numar persoane, 32751
75-79 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2009, Numar persoane, 32746
75-79 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2010, Numar persoane, 32598
75-79 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2011, Numar persoane, 32497
75-79 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2012, Numar persoane, 32647
75-79 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2013, Numar persoane, 32495
75-79 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2014, Numar persoane, 33012
75-79 ani, Masculin, Total, Regiunea CENTRU, Anul 1992, Numar persoane, 20150
75-79 ani, Masculin, Total, Regiunea CENTRU, Anul 1993, Numar persoane, 17018
75-79 ani, Masculin, Total, Regiunea CENTRU, Anul 1994, Numar persoane, 14581
75-79 ani, Masculin, Total, Regiunea CENTRU, Anul 1995, Numar persoane, 14621
75-79 ani, Masculin, Total, Regiunea CENTRU, Anul 1996, Numar persoane, 16059
75-79 ani, Masculin, Total, Regiunea CENTRU, Anul 1997, Numar persoane, 18472
75-79 ani, Masculin, Total, Regiunea CENTRU, Anul 1998, Numar persoane, 21355
75-79 ani, Masculin, Total, Regiunea CENTRU, Anul 1999, Numar persoane, 24155
75-79 ani, Masculin, Total, Regiunea CENTRU, Anul 2000, Numar persoane, 25642
75-79 ani, Masculin, Total, Regiunea CENTRU, Anul 2001, Numar persoane, 26748
75-79 ani, Masculin, Total, Regiunea CENTRU, Anul 2002, Numar persoane, 27691
75-79 ani, Masculin, Total, Regiunea CENTRU, Anul 2003, Numar persoane, 28148
75-79 ani, Masculin, Total, Regiunea CENTRU, Anul 2004, Numar persoane, 28584
75-79 ani, Masculin, Total, Regiunea CENTRU, Anul 2005, Numar persoane, 28805
75-79 ani, Masculin, Total, Regiunea CENTRU, Anul 2006, Numar persoane, 29487
75-79 ani, Masculin, Total, Regiunea CENTRU, Anul 2007, Numar persoane, 29886
75-79 ani, Masculin, Total, Regiunea CENTRU, Anul 2008, Numar persoane, 30620
75-79 ani, Masculin, Total, Regiunea CENTRU, Anul 2009, Numar persoane, 30743
75-79 ani, Masculin, Total, Regiunea CENTRU, Anul 2010, Numar persoane, 30641
75-79 ani, Masculin, Total, Regiunea CENTRU, Anul 2011, Numar persoane, 30490
75-79 ani, Masculin, Total, Regiunea CENTRU, Anul 2012, Numar persoane, 30906
75-79 ani, Masculin, Total, Regiunea CENTRU, Anul 2013, Numar persoane, 31171
75-79 ani, Masculin, Total, Regiunea CENTRU, Anul 2014, Numar persoane, 31800
75-79 ani, Masculin, Total, Regiunea VEST, Anul 1992, Numar persoane, 15721
75-79 ani, Masculin, Total, Regiunea VEST, Anul 1993, Numar persoane, 12944
75-79 ani, Masculin, Total, Regiunea VEST, Anul 1994, Numar persoane, 10869
75-79 ani, Masculin, Total, Regiunea VEST, Anul 1995, Numar persoane, 11216
75-79 ani, Masculin, Total, Regiunea VEST, Anul 1996, Numar persoane, 12910
75-79 ani, Masculin, Total, Regiunea VEST, Anul 1997, Numar persoane, 15151
75-79 ani, Masculin, Total, Regiunea VEST, Anul 1998, Numar persoane, 17654
75-79 ani, Masculin, Total, Regiunea VEST, Anul 1999, Numar persoane, 19644
75-79 ani, Masculin, Total, Regiunea VEST, Anul 2000, Numar persoane, 20426
75-79 ani, Masculin, Total, Regiunea VEST, Anul 2001, Numar persoane, 21069
75-79 ani, Masculin, Total, Regiunea VEST, Anul 2002, Numar persoane, 21658
75-79 ani, Masculin, Total, Regiunea VEST, Anul 2003, Numar persoane, 21940
75-79 ani, Masculin, Total, Regiunea VEST, Anul 2004, Numar persoane, 22483
75-79 ani, Masculin, Total, Regiunea VEST, Anul 2005, Numar persoane, 22813
75-79 ani, Masculin, Total, Regiunea VEST, Anul 2006, Numar persoane, 23454
75-79 ani, Masculin, Total, Regiunea VEST, Anul 2007, Numar persoane, 23661
75-79 ani, Masculin, Total, Regiunea VEST, Anul 2008, Numar persoane, 24153
75-79 ani, Masculin, Total, Regiunea VEST, Anul 2009, Numar persoane, 24020
75-79 ani, Masculin, Total, Regiunea VEST, Anul 2010, Numar persoane, 23868
75-79 ani, Masculin, Total, Regiunea VEST, Anul 2011, Numar persoane, 23566
75-79 ani, Masculin, Total, Regiunea VEST, Anul 2012, Numar persoane, 23923
75-79 ani, Masculin, Total, Regiunea VEST, Anul 2013, Numar persoane, 24090
75-79 ani, Masculin, Total, Regiunea VEST, Anul 2014, Numar persoane, 25017
75-79 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1992, Numar persoane, 31977
75-79 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1993, Numar persoane, 27167
75-79 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1994, Numar persoane, 23549
75-79 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1995, Numar persoane, 24805
75-79 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1996, Numar persoane, 28450
75-79 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1997, Numar persoane, 33762
75-79 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1998, Numar persoane, 39383
75-79 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1999, Numar persoane, 43631
75-79 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2000, Numar persoane, 44806
75-79 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2001, Numar persoane, 45567
75-79 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2002, Numar persoane, 45702
75-79 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2003, Numar persoane, 45356
75-79 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2004, Numar persoane, 46149
75-79 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2005, Numar persoane, 46609
75-79 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2006, Numar persoane, 47897
75-79 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2007, Numar persoane, 48937
75-79 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2008, Numar persoane, 50463
75-79 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2009, Numar persoane, 50558
75-79 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2010, Numar persoane, 50925
75-79 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2011, Numar persoane, 50926
75-79 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2012, Numar persoane, 51832
75-79 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2013, Numar persoane, 52207
75-79 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2014, Numar persoane, 53644
75-79 ani, Feminin, Total, Regiunea CENTRU, Anul 1992, Numar persoane, 29318
75-79 ani, Feminin, Total, Regiunea CENTRU, Anul 1993, Numar persoane, 25136
75-79 ani, Feminin, Total, Regiunea CENTRU, Anul 1994, Numar persoane, 21869
75-79 ani, Feminin, Total, Regiunea CENTRU, Anul 1995, Numar persoane, 22603
75-79 ani, Feminin, Total, Regiunea CENTRU, Anul 1996, Numar persoane, 25414
75-79 ani, Feminin, Total, Regiunea CENTRU, Anul 1997, Numar persoane, 30390
75-79 ani, Feminin, Total, Regiunea CENTRU, Anul 1998, Numar persoane, 35143
75-79 ani, Feminin, Total, Regiunea CENTRU, Anul 1999, Numar persoane, 39663
75-79 ani, Feminin, Total, Regiunea CENTRU, Anul 2000, Numar persoane, 41390
75-79 ani, Feminin, Total, Regiunea CENTRU, Anul 2001, Numar persoane, 42784
75-79 ani, Feminin, Total, Regiunea CENTRU, Anul 2002, Numar persoane, 43109
75-79 ani, Feminin, Total, Regiunea CENTRU, Anul 2003, Numar persoane, 43331
75-79 ani, Feminin, Total, Regiunea CENTRU, Anul 2004, Numar persoane, 43791
75-79 ani, Feminin, Total, Regiunea CENTRU, Anul 2005, Numar persoane, 44207
75-79 ani, Feminin, Total, Regiunea CENTRU, Anul 2006, Numar persoane, 45376
75-79 ani, Feminin, Total, Regiunea CENTRU, Anul 2007, Numar persoane, 45909
75-79 ani, Feminin, Total, Regiunea CENTRU, Anul 2008, Numar persoane, 46922
75-79 ani, Feminin, Total, Regiunea CENTRU, Anul 2009, Numar persoane, 47015
75-79 ani, Feminin, Total, Regiunea CENTRU, Anul 2010, Numar persoane, 47110
75-79 ani, Feminin, Total, Regiunea CENTRU, Anul 2011, Numar persoane, 46591
75-79 ani, Feminin, Total, Regiunea CENTRU, Anul 2012, Numar persoane, 47453
75-79 ani, Feminin, Total, Regiunea CENTRU, Anul 2013, Numar persoane, 48088
75-79 ani, Feminin, Total, Regiunea CENTRU, Anul 2014, Numar persoane, 49214
75-79 ani, Feminin, Total, Regiunea VEST, Anul 1992, Numar persoane, 24459
75-79 ani, Feminin, Total, Regiunea VEST, Anul 1993, Numar persoane, 20303
75-79 ani, Feminin, Total, Regiunea VEST, Anul 1994, Numar persoane, 17375
75-79 ani, Feminin, Total, Regiunea VEST, Anul 1995, Numar persoane, 18319
75-79 ani, Feminin, Total, Regiunea VEST, Anul 1996, Numar persoane, 21559
75-79 ani, Feminin, Total, Regiunea VEST, Anul 1997, Numar persoane, 25950
75-79 ani, Feminin, Total, Regiunea VEST, Anul 1998, Numar persoane, 30729
75-79 ani, Feminin, Total, Regiunea VEST, Anul 1999, Numar persoane, 34545
75-79 ani, Feminin, Total, Regiunea VEST, Anul 2000, Numar persoane, 35098
75-79 ani, Feminin, Total, Regiunea VEST, Anul 2001, Numar persoane, 35435
75-79 ani, Feminin, Total, Regiunea VEST, Anul 2002, Numar persoane, 35663
75-79 ani, Feminin, Total, Regiunea VEST, Anul 2003, Numar persoane, 35432
75-79 ani, Feminin, Total, Regiunea VEST, Anul 2004, Numar persoane, 35929
75-79 ani, Feminin, Total, Regiunea VEST, Anul 2005, Numar persoane, 36589
75-79 ani, Feminin, Total, Regiunea VEST, Anul 2006, Numar persoane, 37468
75-79 ani, Feminin, Total, Regiunea VEST, Anul 2007, Numar persoane, 37604
75-79 ani, Feminin, Total, Regiunea VEST, Anul 2008, Numar persoane, 38352
75-79 ani, Feminin, Total, Regiunea VEST, Anul 2009, Numar persoane, 38107
75-79 ani, Feminin, Total, Regiunea VEST, Anul 2010, Numar persoane, 37817
75-79 ani, Feminin, Total, Regiunea VEST, Anul 2011, Numar persoane, 37182
75-79 ani, Feminin, Total, Regiunea VEST, Anul 2012, Numar persoane, 38097
75-79 ani, Feminin, Total, Regiunea VEST, Anul 2013, Numar persoane, 38732
75-79 ani, Feminin, Total, Regiunea VEST, Anul 2014, Numar persoane, 39943
75 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1992, Numar persoane, 3242
75 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1993, Numar persoane, 2865
75 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1994, Numar persoane, 3161
75 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1995, Numar persoane, 6186
75 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1996, Numar persoane, 5801
75 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1997, Numar persoane, 6999
75 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1998, Numar persoane, 7360
75 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1999, Numar persoane, 7118
75 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2000, Numar persoane, 7257
75 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2001, Numar persoane, 6947
75 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2002, Numar persoane, 7042
75 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2003, Numar persoane, 7015
75 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2004, Numar persoane, 7325
75 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2005, Numar persoane, 7574
75 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2006, Numar persoane, 7741
75 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2007, Numar persoane, 7414
75 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2008, Numar persoane, 7966
75 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2009, Numar persoane, 7231
75 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2010, Numar persoane, 7348
75 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2011, Numar persoane, 7457
75 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2012, Numar persoane, 7611
75 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2013, Numar persoane, 7613
75 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2014, Numar persoane, 7675
75 ani, Masculin, Total, Regiunea CENTRU, Anul 1992, Numar persoane, 3110
75 ani, Masculin, Total, Regiunea CENTRU, Anul 1993, Numar persoane, 2555
75 ani, Masculin, Total, Regiunea CENTRU, Anul 1994, Numar persoane, 2641
75 ani, Masculin, Total, Regiunea CENTRU, Anul 1995, Numar persoane, 4986
75 ani, Masculin, Total, Regiunea CENTRU, Anul 1996, Numar persoane, 5109
75 ani, Masculin, Total, Regiunea CENTRU, Anul 1997, Numar persoane, 5824
75 ani, Masculin, Total, Regiunea CENTRU, Anul 1998, Numar persoane, 6063
75 ani, Masculin, Total, Regiunea CENTRU, Anul 1999, Numar persoane, 6310
75 ani, Masculin, Total, Regiunea CENTRU, Anul 2000, Numar persoane, 6605
75 ani, Masculin, Total, Regiunea CENTRU, Anul 2001, Numar persoane, 6421
75 ani, Masculin, Total, Regiunea CENTRU, Anul 2002, Numar persoane, 6802
75 ani, Masculin, Total, Regiunea CENTRU, Anul 2003, Numar persoane, 6698
75 ani, Masculin, Total, Regiunea CENTRU, Anul 2004, Numar persoane, 6744
75 ani, Masculin, Total, Regiunea CENTRU, Anul 2005, Numar persoane, 6860
75 ani, Masculin, Total, Regiunea CENTRU, Anul 2006, Numar persoane, 7132
75 ani, Masculin, Total, Regiunea CENTRU, Anul 2007, Numar persoane, 7101
75 ani, Masculin, Total, Regiunea CENTRU, Anul 2008, Numar persoane, 7410
75 ani, Masculin, Total, Regiunea CENTRU, Anul 2009, Numar persoane, 6840
75 ani, Masculin, Total, Regiunea CENTRU, Anul 2010, Numar persoane, 6753
75 ani, Masculin, Total, Regiunea CENTRU, Anul 2011, Numar persoane, 6953
75 ani, Masculin, Total, Regiunea CENTRU, Anul 2012, Numar persoane, 7391
75 ani, Masculin, Total, Regiunea CENTRU, Anul 2013, Numar persoane, 7489
75 ani, Masculin, Total, Regiunea CENTRU, Anul 2014, Numar persoane, 7389
75 ani, Masculin, Total, Regiunea VEST, Anul 1992, Numar persoane, 2061
75 ani, Masculin, Total, Regiunea VEST, Anul 1993, Numar persoane, 1871
75 ani, Masculin, Total, Regiunea VEST, Anul 1994, Numar persoane, 1996
75 ani, Masculin, Total, Regiunea VEST, Anul 1995, Numar persoane, 4181
75 ani, Masculin, Total, Regiunea VEST, Anul 1996, Numar persoane, 4567
75 ani, Masculin, Total, Regiunea VEST, Anul 1997, Numar persoane, 4758
75 ani, Masculin, Total, Regiunea VEST, Anul 1998, Numar persoane, 5109
75 ani, Masculin, Total, Regiunea VEST, Anul 1999, Numar persoane, 4894
75 ani, Masculin, Total, Regiunea VEST, Anul 2000, Numar persoane, 5136
75 ani, Masculin, Total, Regiunea VEST, Anul 2001, Numar persoane, 5163
75 ani, Masculin, Total, Regiunea VEST, Anul 2002, Numar persoane, 5337
75 ani, Masculin, Total, Regiunea VEST, Anul 2003, Numar persoane, 5360
75 ani, Masculin, Total, Regiunea VEST, Anul 2004, Numar persoane, 5557
75 ani, Masculin, Total, Regiunea VEST, Anul 2005, Numar persoane, 5494
75 ani, Masculin, Total, Regiunea VEST, Anul 2006, Numar persoane, 5719
75 ani, Masculin, Total, Regiunea VEST, Anul 2007, Numar persoane, 5558
75 ani, Masculin, Total, Regiunea VEST, Anul 2008, Numar persoane, 5812
75 ani, Masculin, Total, Regiunea VEST, Anul 2009, Numar persoane, 5324
75 ani, Masculin, Total, Regiunea VEST, Anul 2010, Numar persoane, 5396
75 ani, Masculin, Total, Regiunea VEST, Anul 2011, Numar persoane, 5257
75 ani, Masculin, Total, Regiunea VEST, Anul 2012, Numar persoane, 5794
75 ani, Masculin, Total, Regiunea VEST, Anul 2013, Numar persoane, 5880
75 ani, Masculin, Total, Regiunea VEST, Anul 2014, Numar persoane, 6180
75 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1992, Numar persoane, 4421
75 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1993, Numar persoane, 4255
75 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1994, Numar persoane, 4595
75 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1995, Numar persoane, 8953
75 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1996, Numar persoane, 9437
75 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1997, Numar persoane, 10350
75 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1998, Numar persoane, 10961
75 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1999, Numar persoane, 10212
75 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2000, Numar persoane, 10479
75 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2001, Numar persoane, 10278
