
CAEN Rev.1 (activitati ale economiei nationale - sectiuni), Categorii de salariati, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Lei  lei RON (incepand cu 2005), Valoare
L Administratie publica si aparare, Total, Hunedoara, Anul 1995, Lei, 208697
L Administratie publica si aparare, Total, Hunedoara, Anul 1996, Lei, 263428
L Administratie publica si aparare, Total, Hunedoara, Anul 1997, Lei, 610957
L Administratie publica si aparare, Total, Hunedoara, Anul 1998, Lei, 1412435
L Administratie publica si aparare, Total, Hunedoara, Anul 1999, Lei, 2053460
L Administratie publica si aparare, Total, Hunedoara, Anul 2000, Lei, 2870771
L Administratie publica si aparare, Total, Hunedoara, Anul 2001, Lei, 3902899
L Administratie publica si aparare, Total, Hunedoara, Anul 2002, Lei, 5043666
L Administratie publica si aparare, Total, Hunedoara, Anul 2003, Lei, 6870290
L Administratie publica si aparare, Total, Hunedoara, Anul 2004, Lei, 7666216
L Administratie publica si aparare, Total, Hunedoara, Anul 2005, Lei, 1035
L Administratie publica si aparare, Total, Hunedoara, Anul 2006, Lei, 1386
L Administratie publica si aparare, Total, Hunedoara, Anul 2007, Lei, 1693
L Administratie publica si aparare, Total, Hunedoara, Anul 2008, Lei, 1932
L Administratie publica si aparare, Total, Timis, Anul 1991, Lei, 7218
L Administratie publica si aparare, Total, Timis, Anul 1992, Lei, 20472
L Administratie publica si aparare, Total, Timis, Anul 1993, Lei, 78216
L Administratie publica si aparare, Total, Timis, Anul 1994, Lei, 146548
L Administratie publica si aparare, Total, Timis, Anul 1995, Lei, 213590
L Administratie publica si aparare, Total, Timis, Anul 1996, Lei, 277709
L Administratie publica si aparare, Total, Timis, Anul 1997, Lei, 640162
L Administratie publica si aparare, Total, Timis, Anul 1998, Lei, 1435069
L Administratie publica si aparare, Total, Timis, Anul 1999, Lei, 1775981
L Administratie publica si aparare, Total, Timis, Anul 2000, Lei, 2880780
L Administratie publica si aparare, Total, Timis, Anul 2001, Lei, 3724883
L Administratie publica si aparare, Total, Timis, Anul 2002, Lei, 4891693
L Administratie publica si aparare, Total, Timis, Anul 2003, Lei, 6850849
L Administratie publica si aparare, Total, Timis, Anul 2004, Lei, 8070077
L Administratie publica si aparare, Total, Timis, Anul 2005, Lei, 1190
L Administratie publica si aparare, Total, Timis, Anul 2006, Lei, 1529
L Administratie publica si aparare, Total, Timis, Anul 2007, Lei, 2156
L Administratie publica si aparare, Total, Timis, Anul 2008, Lei, 2549
M Invatamant, Total, TOTAL, Anul 1990, Lei, 3262
M Invatamant, Total, TOTAL, Anul 1991, Lei, 7408
M Invatamant, Total, TOTAL, Anul 1992, Lei, 18735
M Invatamant, Total, TOTAL, Anul 1993, Lei, 54337
M Invatamant, Total, TOTAL, Anul 1994, Lei, 132361
M Invatamant, Total, TOTAL, Anul 1995, Lei, 194772
M Invatamant, Total, TOTAL, Anul 1996, Lei, 275597
M Invatamant, Total, TOTAL, Anul 1997, Lei, 539919
M Invatamant, Total, TOTAL, Anul 1998, Lei, 1051738
M Invatamant, Total, TOTAL, Anul 1999, Lei, 1415535
M Invatamant, Total, TOTAL, Anul 2000, Lei, 2046107
M Invatamant, Total, TOTAL, Anul 2001, Lei, 2882399
M Invatamant, Total, TOTAL, Anul 2002, Lei, 3801292
M Invatamant, Total, TOTAL, Anul 2003, Lei, 4768977
M Invatamant, Total, TOTAL, Anul 2004, Lei, 6481023
M Invatamant, Total, TOTAL, Anul 2005, Lei, 829
M Invatamant, Total, TOTAL, Anul 2006, Lei, 1067
M Invatamant, Total, TOTAL, Anul 2007, Lei, 1175
M Invatamant, Total, TOTAL, Anul 2008, Lei, 1538
M Invatamant, Total, MACROREGIUNEA UNU, Anul 2008, Lei, 1447
M Invatamant, Total, Regiunea NORD-VEST, Anul 1991, Lei, 7608
M Invatamant, Total, Regiunea NORD-VEST, Anul 1992, Lei, 18725
M Invatamant, Total, Regiunea NORD-VEST, Anul 1993, Lei, 60388
M Invatamant, Total, Regiunea NORD-VEST, Anul 1994, Lei, 137243
M Invatamant, Total, Regiunea NORD-VEST, Anul 1995, Lei, 210701
M Invatamant, Total, Regiunea NORD-VEST, Anul 1996, Lei, 285272
M Invatamant, Total, Regiunea NORD-VEST, Anul 1997, Lei, 547633
M Invatamant, Total, Regiunea NORD-VEST, Anul 1998, Lei, 1113035
M Invatamant, Total, Regiunea NORD-VEST, Anul 1999, Lei, 1482750
M Invatamant, Total, Regiunea NORD-VEST, Anul 2000, Lei, 2089429
M Invatamant, Total, Regiunea NORD-VEST, Anul 2001, Lei, 2880731
M Invatamant, Total, Regiunea NORD-VEST, Anul 2002, Lei, 3772276
M Invatamant, Total, Regiunea NORD-VEST, Anul 2003, Lei, 5028731
M Invatamant, Total, Regiunea NORD-VEST, Anul 2004, Lei, 6639537
M Invatamant, Total, Regiunea NORD-VEST, Anul 2005, Lei, 860
M Invatamant, Total, Regiunea NORD-VEST, Anul 2006, Lei, 1097
M Invatamant, Total, Regiunea NORD-VEST, Anul 2007, Lei, 1208
M Invatamant, Total, Regiunea NORD-VEST, Anul 2008, Lei, 1468
M Invatamant, Total, Bihor, Anul 1991, Lei, 8222
M Invatamant, Total, Bihor, Anul 1992, Lei, 18397
M Invatamant, Total, Bihor, Anul 1993, Lei, 55518
M Invatamant, Total, Bihor, Anul 1994, Lei, 127071
M Invatamant, Total, Bihor, Anul 1995, Lei, 199241
M Invatamant, Total, Bihor, Anul 1996, Lei, 342320
M Invatamant, Total, Bihor, Anul 1997, Lei, 477036
M Invatamant, Total, Bihor, Anul 1998, Lei, 1224489
M Invatamant, Total, Bihor, Anul 1999, Lei, 1690496
M Invatamant, Total, Bihor, Anul 2000, Lei, 2014564
M Invatamant, Total, Bihor, Anul 2001, Lei, 2748870
M Invatamant, Total, Bihor, Anul 2002, Lei, 3609153
M Invatamant, Total, Bihor, Anul 2003, Lei, 4831499
M Invatamant, Total, Bihor, Anul 2004, Lei, 5965039
M Invatamant, Total, Bihor, Anul 2005, Lei, 736
M Invatamant, Total, Bihor, Anul 2006, Lei, 979
M Invatamant, Total, Bihor, Anul 2007, Lei, 968
M Invatamant, Total, Bihor, Anul 2008, Lei, 1244
M Invatamant, Total, Bistrita-Nasaud, Anul 1991, Lei, 7363
M Invatamant, Total, Bistrita-Nasaud, Anul 1992, Lei, 18733
M Invatamant, Total, Bistrita-Nasaud, Anul 1993, Lei, 53092
M Invatamant, Total, Bistrita-Nasaud, Anul 1994, Lei, 129562
M Invatamant, Total, Bistrita-Nasaud, Anul 1995, Lei, 194813
M Invatamant, Total, Bistrita-Nasaud, Anul 1996, Lei, 256634
M Invatamant, Total, Bistrita-Nasaud, Anul 1997, Lei, 533301
M Invatamant, Total, Bistrita-Nasaud, Anul 1998, Lei, 965212
M Invatamant, Total, Bistrita-Nasaud, Anul 1999, Lei, 1449695
M Invatamant, Total, Bistrita-Nasaud, Anul 2000, Lei, 2097674
M Invatamant, Total, Bistrita-Nasaud, Anul 2001, Lei, 2895043
M Invatamant, Total, Bistrita-Nasaud, Anul 2002, Lei, 4111864
M Invatamant, Total, Bistrita-Nasaud, Anul 2003, Lei, 4664972
M Invatamant, Total, Bistrita-Nasaud, Anul 2004, Lei, 5992297
M Invatamant, Total, Bistrita-Nasaud, Anul 2005, Lei, 761
M Invatamant, Total, Bistrita-Nasaud, Anul 2006, Lei, 949
M Invatamant, Total, Bistrita-Nasaud, Anul 2007, Lei, 1093
M Invatamant, Total, Bistrita-Nasaud, Anul 2008, Lei, 1426
M Invatamant, Total, Cluj, Anul 1991, Lei, 7816
M Invatamant, Total, Cluj, Anul 1992, Lei, 19185
M Invatamant, Total, Cluj, Anul 1993, Lei, 71351
M Invatamant, Total, Cluj, Anul 1994, Lei, 156070
M Invatamant, Total, Cluj, Anul 1995, Lei, 248752
M Invatamant, Total, Cluj, Anul 1996, Lei, 280790
M Invatamant, Total, Cluj, Anul 1997, Lei, 623216
M Invatamant, Total, Cluj, Anul 1998, Lei, 1238279
M Invatamant, Total, Cluj, Anul 1999, Lei, 1454115
M Invatamant, Total, Cluj, Anul 2000, Lei, 2212649
M Invatamant, Total, Cluj, Anul 2001, Lei, 3011323
M Invatamant, Total, Cluj, Anul 2002, Lei, 4010321
M Invatamant, Total, Cluj, Anul 2003, Lei, 5391351
M Invatamant, Total, Cluj, Anul 2004, Lei, 7421091
M Invatamant, Total, Cluj, Anul 2005, Lei, 1047
M Invatamant, Total, Cluj, Anul 2006, Lei, 1178
M Invatamant, Total, Cluj, Anul 2007, Lei, 1340
M Invatamant, Total, Cluj, Anul 2008, Lei, 1748
M Invatamant, Total, Maramures, Anul 1991, Lei, 7397
M Invatamant, Total, Maramures, Anul 1992, Lei, 18312
M Invatamant, Total, Maramures, Anul 1993, Lei, 56904
M Invatamant, Total, Maramures, Anul 1994, Lei, 131612
M Invatamant, Total, Maramures, Anul 1995, Lei, 188434
M Invatamant, Total, Maramures, Anul 1996, Lei, 270871
M Invatamant, Total, Maramures, Anul 1997, Lei, 538145
M Invatamant, Total, Maramures, Anul 1998, Lei, 1008854
M Invatamant, Total, Maramures, Anul 1999, Lei, 1538246
M Invatamant, Total, Maramures, Anul 2000, Lei, 2104692
M Invatamant, Total, Maramures, Anul 2001, Lei, 2899509
M Invatamant, Total, Maramures, Anul 2002, Lei, 3610328
M Invatamant, Total, Maramures, Anul 2003, Lei, 5299252
M Invatamant, Total, Maramures, Anul 2004, Lei, 6247342
M Invatamant, Total, Maramures, Anul 2005, Lei, 774
M Invatamant, Total, Maramures, Anul 2006, Lei, 1134
M Invatamant, Total, Maramures, Anul 2007, Lei, 1338
M Invatamant, Total, Maramures, Anul 2008, Lei, 1305
M Invatamant, Total, Satu Mare, Anul 1991, Lei, 6629
M Invatamant, Total, Satu Mare, Anul 1992, Lei, 17936
M Invatamant, Total, Satu Mare, Anul 1993, Lei, 50262
M Invatamant, Total, Satu Mare, Anul 1994, Lei, 126017
M Invatamant, Total, Satu Mare, Anul 1995, Lei, 171909
M Invatamant, Total, Satu Mare, Anul 1996, Lei, 259193
M Invatamant, Total, Satu Mare, Anul 1997, Lei, 509147
M Invatamant, Total, Satu Mare, Anul 1998, Lei, 965766
M Invatamant, Total, Satu Mare, Anul 1999, Lei, 1325706
M Invatamant, Total, Satu Mare, Anul 2000, Lei, 1965398
M Invatamant, Total, Satu Mare, Anul 2001, Lei, 2728707
M Invatamant, Total, Satu Mare, Anul 2002, Lei, 3342785
M Invatamant, Total, Satu Mare, Anul 2003, Lei, 4600050
M Invatamant, Total, Satu Mare, Anul 2004, Lei, 7375208
M Invatamant, Total, Satu Mare, Anul 2005, Lei, 845
M Invatamant, Total, Satu Mare, Anul 2006, Lei, 1204
M Invatamant, Total, Satu Mare, Anul 2007, Lei, 1284
M Invatamant, Total, Satu Mare, Anul 2008, Lei, 1481
M Invatamant, Total, Salaj, Anul 1991, Lei, 7673
M Invatamant, Total, Salaj, Anul 1992, Lei, 19837
M Invatamant, Total, Salaj, Anul 1993, Lei, 64299
M Invatamant, Total, Salaj, Anul 1994, Lei, 128514
M Invatamant, Total, Salaj, Anul 1995, Lei, 222894
M Invatamant, Total, Salaj, Anul 1996, Lei, 272193
M Invatamant, Total, Salaj, Anul 1997, Lei, 536615
M Invatamant, Total, Salaj, Anul 1998, Lei, 995804
M Invatamant, Total, Salaj, Anul 1999, Lei, 1289461
M Invatamant, Total, Salaj, Anul 2000, Lei, 1935380
M Invatamant, Total, Salaj, Anul 2001, Lei, 2885382
M Invatamant, Total, Salaj, Anul 2002, Lei, 3770575
M Invatamant, Total, Salaj, Anul 2003, Lei, 4732868
M Invatamant, Total, Salaj, Anul 2004, Lei, 6039469
M Invatamant, Total, Salaj, Anul 2005, Lei, 795
M Invatamant, Total, Salaj, Anul 2006, Lei, 1071
M Invatamant, Total, Salaj, Anul 2007, Lei, 1131
M Invatamant, Total, Salaj, Anul 2008, Lei, 1322
M Invatamant, Total, Regiunea CENTRU, Anul 1991, Lei, 7116
M Invatamant, Total, Regiunea CENTRU, Anul 1992, Lei, 18115
M Invatamant, Total, Regiunea CENTRU, Anul 1993, Lei, 51779
M Invatamant, Total, Regiunea CENTRU, Anul 1994, Lei, 126226
M Invatamant, Total, Regiunea CENTRU, Anul 1995, Lei, 188749
M Invatamant, Total, Regiunea CENTRU, Anul 1996, Lei, 255689
M Invatamant, Total, Regiunea CENTRU, Anul 1997, Lei, 514774
M Invatamant, Total, Regiunea CENTRU, Anul 1998, Lei, 1008735
M Invatamant, Total, Regiunea CENTRU, Anul 1999, Lei, 1396970
M Invatamant, Total, Regiunea CENTRU, Anul 2000, Lei, 2042902
M Invatamant, Total, Regiunea CENTRU, Anul 2001, Lei, 2729606
M Invatamant, Total, Regiunea CENTRU, Anul 2002, Lei, 3806350
M Invatamant, Total, Regiunea CENTRU, Anul 2003, Lei, 4599443
M Invatamant, Total, Regiunea CENTRU, Anul 2004, Lei, 6041607
M Invatamant, Total, Regiunea CENTRU, Anul 2005, Lei, 784
M Invatamant, Total, Regiunea CENTRU, Anul 2006, Lei, 1024
M Invatamant, Total, Regiunea CENTRU, Anul 2007, Lei, 1069
M Invatamant, Total, Regiunea CENTRU, Anul 2008, Lei, 1423
M Invatamant, Total, Alba, Anul 1991, Lei, 7996
M Invatamant, Total, Alba, Anul 1992, Lei, 19094
M Invatamant, Total, Alba, Anul 1993, Lei, 53761
M Invatamant, Total, Alba, Anul 1994, Lei, 132280
M Invatamant, Total, Alba, Anul 1995, Lei, 192197
M Invatamant, Total, Alba, Anul 1996, Lei, 268662
M Invatamant, Total, Alba, Anul 1997, Lei, 522220
M Invatamant, Total, Alba, Anul 1998, Lei, 1004996
M Invatamant, Total, Alba, Anul 1999, Lei, 1378803
M Invatamant, Total, Alba, Anul 2000, Lei, 1967406
M Invatamant, Total, Alba, Anul 2001, Lei, 2499486
M Invatamant, Total, Alba, Anul 2002, Lei, 3726723
M Invatamant, Total, Alba, Anul 2003, Lei, 4653976
M Invatamant, Total, Alba, Anul 2004, Lei, 6210047
M Invatamant, Total, Alba, Anul 2005, Lei, 846
M Invatamant, Total, Alba, Anul 2006, Lei, 1181
M Invatamant, Total, Alba, Anul 2007, Lei, 1226
M Invatamant, Total, Alba, Anul 2008, Lei, 1581
M Invatamant, Total, Brasov, Anul 1991, Lei, 7176
M Invatamant, Total, Brasov, Anul 1992, Lei, 18049
M Invatamant, Total, Brasov, Anul 1993, Lei, 49438
M Invatamant, Total, Brasov, Anul 1994, Lei, 126932
M Invatamant, Total, Brasov, Anul 1995, Lei, 192711
M Invatamant, Total, Brasov, Anul 1996, Lei, 251402
M Invatamant, Total, Brasov, Anul 1997, Lei, 636740
M Invatamant, Total, Brasov, Anul 1998, Lei, 1171538
M Invatamant, Total, Brasov, Anul 1999, Lei, 1244614
M Invatamant, Total, Brasov, Anul 2000, Lei, 2549956
M Invatamant, Total, Brasov, Anul 2001, Lei, 2824792
M Invatamant, Total, Brasov, Anul 2002, Lei, 4322525
M Invatamant, Total, Brasov, Anul 2003, Lei, 4757023
M Invatamant, Total, Brasov, Anul 2004, Lei, 6073499
M Invatamant, Total, Brasov, Anul 2005, Lei, 774
M Invatamant, Total, Brasov, Anul 2006, Lei, 992
M Invatamant, Total, Brasov, Anul 2007, Lei, 982
M Invatamant, Total, Brasov, Anul 2008, Lei, 1383
M Invatamant, Total, Covasna, Anul 1991, Lei, 6852
M Invatamant, Total, Covasna, Anul 1992, Lei, 17444
M Invatamant, Total, Covasna, Anul 1993, Lei, 53513
M Invatamant, Total, Covasna, Anul 1994, Lei, 120147
M Invatamant, Total, Covasna, Anul 1995, Lei, 174786
M Invatamant, Total, Covasna, Anul 1996, Lei, 246123
M Invatamant, Total, Covasna, Anul 1997, Lei, 479936
M Invatamant, Total, Covasna, Anul 1998, Lei, 881954
M Invatamant, Total, Covasna, Anul 1999, Lei, 1247444
M Invatamant, Total, Covasna, Anul 2000, Lei, 1777582
M Invatamant, Total, Covasna, Anul 2001, Lei, 2606781
M Invatamant, Total, Covasna, Anul 2002, Lei, 3473849
M Invatamant, Total, Covasna, Anul 2003, Lei, 4428442
M Invatamant, Total, Covasna, Anul 2004, Lei, 6014713
M Invatamant, Total, Covasna, Anul 2005, Lei, 735
M Invatamant, Total, Covasna, Anul 2006, Lei, 911
M Invatamant, Total, Covasna, Anul 2007, Lei, 948
M Invatamant, Total, Covasna, Anul 2008, Lei, 1369
M Invatamant, Total, Harghita, Anul 1991, Lei, 6194
M Invatamant, Total, Harghita, Anul 1992, Lei, 16443
M Invatamant, Total, Harghita, Anul 1993, Lei, 47708
M Invatamant, Total, Harghita, Anul 1994, Lei, 108167
M Invatamant, Total, Harghita, Anul 1995, Lei, 178367
M Invatamant, Total, Harghita, Anul 1996, Lei, 267321
M Invatamant, Total, Harghita, Anul 1997, Lei, 356237
M Invatamant, Total, Harghita, Anul 1998, Lei, 948771
M Invatamant, Total, Harghita, Anul 1999, Lei, 1299504
M Invatamant, Total, Harghita, Anul 2000, Lei, 1725369
M Invatamant, Total, Harghita, Anul 2001, Lei, 2669754
M Invatamant, Total, Harghita, Anul 2002, Lei, 3320333
M Invatamant, Total, Harghita, Anul 2003, Lei, 3927291
M Invatamant, Total, Harghita, Anul 2004, Lei, 5473364
M Invatamant, Total, Harghita, Anul 2005, Lei, 648
M Invatamant, Total, Harghita, Anul 2006, Lei, 876
M Invatamant, Total, Harghita, Anul 2007, Lei, 965
M Invatamant, Total, Harghita, Anul 2008, Lei, 1211
M Invatamant, Total, Mures, Anul 1991, Lei, 7236
M Invatamant, Total, Mures, Anul 1992, Lei, 18954
M Invatamant, Total, Mures, Anul 1993, Lei, 53503
M Invatamant, Total, Mures, Anul 1994, Lei, 130237
M Invatamant, Total, Mures, Anul 1995, Lei, 189862
M Invatamant, Total, Mures, Anul 1996, Lei, 238478
M Invatamant, Total, Mures, Anul 1997, Lei, 507755
M Invatamant, Total, Mures, Anul 1998, Lei, 926562
M Invatamant, Total, Mures, Anul 1999, Lei, 1750616
M Invatamant, Total, Mures, Anul 2000, Lei, 1905385
M Invatamant, Total, Mures, Anul 2001, Lei, 2749270
M Invatamant, Total, Mures, Anul 2002, Lei, 3842985
M Invatamant, Total, Mures, Anul 2003, Lei, 4688744
M Invatamant, Total, Mures, Anul 2004, Lei, 5791075
M Invatamant, Total, Mures, Anul 2005, Lei, 782
M Invatamant, Total, Mures, Anul 2006, Lei, 950
M Invatamant, Total, Mures, Anul 2007, Lei, 1019
M Invatamant, Total, Mures, Anul 2008, Lei, 1318
M Invatamant, Total, Sibiu, Anul 1991, Lei, 7094
M Invatamant, Total, Sibiu, Anul 1992, Lei, 18245
M Invatamant, Total, Sibiu, Anul 1993, Lei, 53389
M Invatamant, Total, Sibiu, Anul 1994, Lei, 131624
M Invatamant, Total, Sibiu, Anul 1995, Lei, 194806
M Invatamant, Total, Sibiu, Anul 1996, Lei, 269335
M Invatamant, Total, Sibiu, Anul 1997, Lei, 494878
M Invatamant, Total, Sibiu, Anul 1998, Lei, 1032194
M Invatamant, Total, Sibiu, Anul 1999, Lei, 1316524
M Invatamant, Total, Sibiu, Anul 2000, Lei, 2073729
M Invatamant, Total, Sibiu, Anul 2001, Lei, 2881917
M Invatamant, Total, Sibiu, Anul 2002, Lei, 3762499
M Invatamant, Total, Sibiu, Anul 2003, Lei, 4876142
M Invatamant, Total, Sibiu, Anul 2004, Lei, 6681799
M Invatamant, Total, Sibiu, Anul 2005, Lei, 887
