
Categorii de paduri, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Mii mc, Valoare
Total, Vaslui, Anul 2013, Mii metri cubi, 189.4
Total, Vaslui, Anul 2014, Mii metri cubi, 166.1
Total, Vaslui, Anul 2015, Mii metri cubi, 160.1
Total, Braila, Anul 1990, Mii metri cubi, 121.9
Total, Braila, Anul 1991, Mii metri cubi, 104.4
Total, Braila, Anul 1992, Mii metri cubi, 85.9
Total, Braila, Anul 1993, Mii metri cubi, 83.3
Total, Braila, Anul 1994, Mii metri cubi, 83.2
Total, Braila, Anul 1995, Mii metri cubi, 86.9
Total, Braila, Anul 1996, Mii metri cubi, 103.7
Total, Braila, Anul 1997, Mii metri cubi, 97.1
Total, Braila, Anul 1998, Mii metri cubi, 85.1
Total, Braila, Anul 1999, Mii metri cubi, 77.4
Total, Braila, Anul 2000, Mii metri cubi, 79.9
Total, Braila, Anul 2001, Mii metri cubi, 81.1
Total, Braila, Anul 2002, Mii metri cubi, 95.8
Total, Braila, Anul 2003, Mii metri cubi, 98.8
Total, Braila, Anul 2004, Mii metri cubi, 131
Total, Braila, Anul 2005, Mii metri cubi, 84.5
Total, Braila, Anul 2006, Mii metri cubi, 78.3
Total, Braila, Anul 2007, Mii metri cubi, 80
Total, Braila, Anul 2008, Mii metri cubi, 50.1
Total, Braila, Anul 2009, Mii metri cubi, 56.8
Total, Braila, Anul 2010, Mii metri cubi, 60.9
Total, Braila, Anul 2011, Mii metri cubi, 67.5
Total, Braila, Anul 2012, Mii metri cubi, 75.8
Total, Braila, Anul 2013, Mii metri cubi, 75.6
Total, Braila, Anul 2014, Mii metri cubi, 55.1
Total, Braila, Anul 2015, Mii metri cubi, 69.4
Total, Buzau, Anul 1990, Mii metri cubi, 339.7
Total, Buzau, Anul 1991, Mii metri cubi, 330.4
Total, Buzau, Anul 1992, Mii metri cubi, 355.9
Total, Buzau, Anul 1993, Mii metri cubi, 316.9
Total, Buzau, Anul 1994, Mii metri cubi, 291.8
Total, Buzau, Anul 1995, Mii metri cubi, 308.1
Total, Buzau, Anul 1996, Mii metri cubi, 330.5
Total, Buzau, Anul 1997, Mii metri cubi, 274.2
Total, Buzau, Anul 1998, Mii metri cubi, 270.1
Total, Buzau, Anul 1999, Mii metri cubi, 327.2
Total, Buzau, Anul 2000, Mii metri cubi, 305.9
Total, Buzau, Anul 2001, Mii metri cubi, 278.4
Total, Buzau, Anul 2002, Mii metri cubi, 314
Total, Buzau, Anul 2003, Mii metri cubi, 298.7
Total, Buzau, Anul 2004, Mii metri cubi, 384.2
Total, Buzau, Anul 2005, Mii metri cubi, 357.8
Total, Buzau, Anul 2006, Mii metri cubi, 352.9
Total, Buzau, Anul 2007, Mii metri cubi, 365.9
Total, Buzau, Anul 2008, Mii metri cubi, 308
Total, Buzau, Anul 2009, Mii metri cubi, 327.9
Total, Buzau, Anul 2010, Mii metri cubi, 354.9
Total, Buzau, Anul 2011, Mii metri cubi, 417.7
Total, Buzau, Anul 2012, Mii metri cubi, 399.8
Total, Buzau, Anul 2013, Mii metri cubi, 455.5
Total, Buzau, Anul 2014, Mii metri cubi, 378.3
Total, Buzau, Anul 2015, Mii metri cubi, 351.3
Total, Constanta, Anul 1990, Mii metri cubi, 65.9
Total, Constanta, Anul 1991, Mii metri cubi, 73.5
Total, Constanta, Anul 1992, Mii metri cubi, 75.3
Total, Constanta, Anul 1993, Mii metri cubi, 77.1
Total, Constanta, Anul 1994, Mii metri cubi, 67.8
Total, Constanta, Anul 1995, Mii metri cubi, 74.7
Total, Constanta, Anul 1996, Mii metri cubi, 73.4
Total, Constanta, Anul 1997, Mii metri cubi, 80
Total, Constanta, Anul 1998, Mii metri cubi, 65.7
Total, Constanta, Anul 1999, Mii metri cubi, 88.5
Total, Constanta, Anul 2000, Mii metri cubi, 77
Total, Constanta, Anul 2001, Mii metri cubi, 77.2
Total, Constanta, Anul 2002, Mii metri cubi, 78
Total, Constanta, Anul 2003, Mii metri cubi, 75
Total, Constanta, Anul 2004, Mii metri cubi, 54.8
Total, Constanta, Anul 2005, Mii metri cubi, 59.6
Total, Constanta, Anul 2006, Mii metri cubi, 63.6
Total, Constanta, Anul 2007, Mii metri cubi, 64.3
Total, Constanta, Anul 2008, Mii metri cubi, 61.9
Total, Constanta, Anul 2009, Mii metri cubi, 59.7
Total, Constanta, Anul 2010, Mii metri cubi, 52.9
Total, Constanta, Anul 2011, Mii metri cubi, 57.7
Total, Constanta, Anul 2012, Mii metri cubi, 61.9
Total, Constanta, Anul 2013, Mii metri cubi, 61.7
Total, Constanta, Anul 2014, Mii metri cubi, 53.4
Total, Constanta, Anul 2015, Mii metri cubi, 63.6
Total, Galati, Anul 1990, Mii metri cubi, 116.8
Total, Galati, Anul 1991, Mii metri cubi, 114
Total, Galati, Anul 1992, Mii metri cubi, 106.1
Total, Galati, Anul 1993, Mii metri cubi, 96.2
Total, Galati, Anul 1994, Mii metri cubi, 90.2
Total, Galati, Anul 1995, Mii metri cubi, 87.8
Total, Galati, Anul 1996, Mii metri cubi, 100.6
Total, Galati, Anul 1997, Mii metri cubi, 104.2
Total, Galati, Anul 1998, Mii metri cubi, 70.9
Total, Galati, Anul 1999, Mii metri cubi, 72.5
Total, Galati, Anul 2000, Mii metri cubi, 70.2
Total, Galati, Anul 2001, Mii metri cubi, 80
Total, Galati, Anul 2002, Mii metri cubi, 80.5
Total, Galati, Anul 2003, Mii metri cubi, 84.9
Total, Galati, Anul 2004, Mii metri cubi, 94.1
Total, Galati, Anul 2005, Mii metri cubi, 76.4
Total, Galati, Anul 2006, Mii metri cubi, 70.2
Total, Galati, Anul 2007, Mii metri cubi, 62.4
Total, Galati, Anul 2008, Mii metri cubi, 49.3
Total, Galati, Anul 2009, Mii metri cubi, 52.9
Total, Galati, Anul 2010, Mii metri cubi, 61.6
Total, Galati, Anul 2011, Mii metri cubi, 60.1
Total, Galati, Anul 2012, Mii metri cubi, 60.6
Total, Galati, Anul 2013, Mii metri cubi, 55.6
Total, Galati, Anul 2014, Mii metri cubi, 72.6
Total, Galati, Anul 2015, Mii metri cubi, 70.7
Total, Tulcea, Anul 1990, Mii metri cubi, 143.2
Total, Tulcea, Anul 1991, Mii metri cubi, 155.8
Total, Tulcea, Anul 1992, Mii metri cubi, 154.2
Total, Tulcea, Anul 1993, Mii metri cubi, 160.3
Total, Tulcea, Anul 1994, Mii metri cubi, 155.2
Total, Tulcea, Anul 1995, Mii metri cubi, 165.2
Total, Tulcea, Anul 1996, Mii metri cubi, 156.2
Total, Tulcea, Anul 1997, Mii metri cubi, 160
Total, Tulcea, Anul 1998, Mii metri cubi, 139
Total, Tulcea, Anul 1999, Mii metri cubi, 132.9
Total, Tulcea, Anul 2000, Mii metri cubi, 179.5
Total, Tulcea, Anul 2001, Mii metri cubi, 130.9
Total, Tulcea, Anul 2002, Mii metri cubi, 146.2
Total, Tulcea, Anul 2003, Mii metri cubi, 141.1
Total, Tulcea, Anul 2004, Mii metri cubi, 174.1
Total, Tulcea, Anul 2005, Mii metri cubi, 158.8
Total, Tulcea, Anul 2006, Mii metri cubi, 218.5
Total, Tulcea, Anul 2007, Mii metri cubi, 251.5
Total, Tulcea, Anul 2008, Mii metri cubi, 237.4
Total, Tulcea, Anul 2009, Mii metri cubi, 156.5
Total, Tulcea, Anul 2010, Mii metri cubi, 183.3
Total, Tulcea, Anul 2011, Mii metri cubi, 191.3
Total, Tulcea, Anul 2012, Mii metri cubi, 205.4
Total, Tulcea, Anul 2013, Mii metri cubi, 221.2
Total, Tulcea, Anul 2014, Mii metri cubi, 191.4
Total, Tulcea, Anul 2015, Mii metri cubi, 199.5
Total, Vrancea, Anul 1990, Mii metri cubi, 426.8
Total, Vrancea, Anul 1991, Mii metri cubi, 354.7
Total, Vrancea, Anul 1992, Mii metri cubi, 380.7
Total, Vrancea, Anul 1993, Mii metri cubi, 337.3
Total, Vrancea, Anul 1994, Mii metri cubi, 369.4
Total, Vrancea, Anul 1995, Mii metri cubi, 340
Total, Vrancea, Anul 1996, Mii metri cubi, 350.1
Total, Vrancea, Anul 1997, Mii metri cubi, 266.4
Total, Vrancea, Anul 1998, Mii metri cubi, 283.7
Total, Vrancea, Anul 1999, Mii metri cubi, 327.8
Total, Vrancea, Anul 2000, Mii metri cubi, 387.7
Total, Vrancea, Anul 2001, Mii metri cubi, 342.4
Total, Vrancea, Anul 2002, Mii metri cubi, 433.4
Total, Vrancea, Anul 2003, Mii metri cubi, 381.8
Total, Vrancea, Anul 2004, Mii metri cubi, 534.7
Total, Vrancea, Anul 2005, Mii metri cubi, 423.8
Total, Vrancea, Anul 2006, Mii metri cubi, 398
Total, Vrancea, Anul 2007, Mii metri cubi, 336
Total, Vrancea, Anul 2008, Mii metri cubi, 402.7
Total, Vrancea, Anul 2009, Mii metri cubi, 465.9
Total, Vrancea, Anul 2010, Mii metri cubi, 392.6
Total, Vrancea, Anul 2011, Mii metri cubi, 503.2
Total, Vrancea, Anul 2012, Mii metri cubi, 568.4
Total, Vrancea, Anul 2013, Mii metri cubi, 533.2
Total, Vrancea, Anul 2014, Mii metri cubi, 531.5
Total, Vrancea, Anul 2015, Mii metri cubi, 573.4
Total, Arges, Anul 1990, Mii metri cubi, 518.9
Total, Arges, Anul 1991, Mii metri cubi, 531.2
Total, Arges, Anul 1992, Mii metri cubi, 472
Total, Arges, Anul 1993, Mii metri cubi, 448
Total, Arges, Anul 1994, Mii metri cubi, 429.3
Total, Arges, Anul 1995, Mii metri cubi, 365.8
Total, Arges, Anul 1996, Mii metri cubi, 438.6
Total, Arges, Anul 1997, Mii metri cubi, 403
Total, Arges, Anul 1998, Mii metri cubi, 378.5
Total, Arges, Anul 1999, Mii metri cubi, 420
Total, Arges, Anul 2000, Mii metri cubi, 474.9
Total, Arges, Anul 2001, Mii metri cubi, 461.2
Total, Arges, Anul 2002, Mii metri cubi, 444.8
Total, Arges, Anul 2003, Mii metri cubi, 476.5
Total, Arges, Anul 2004, Mii metri cubi, 604.5
Total, Arges, Anul 2005, Mii metri cubi, 624.9
Total, Arges, Anul 2006, Mii metri cubi, 556.2
Total, Arges, Anul 2007, Mii metri cubi, 544.3
Total, Arges, Anul 2008, Mii metri cubi, 561.7
Total, Arges, Anul 2009, Mii metri cubi, 283.4
Total, Arges, Anul 2010, Mii metri cubi, 593.4
Total, Arges, Anul 2011, Mii metri cubi, 676.9
Total, Arges, Anul 2012, Mii metri cubi, 794.3
Total, Arges, Anul 2013, Mii metri cubi, 683.7
Total, Arges, Anul 2014, Mii metri cubi, 658.7
Total, Arges, Anul 2015, Mii metri cubi, 651.2
Total, Calarasi, Anul 1990, Mii metri cubi, 119.9
Total, Calarasi, Anul 1991, Mii metri cubi, 123.8
Total, Calarasi, Anul 1992, Mii metri cubi, 104.1
Total, Calarasi, Anul 1993, Mii metri cubi, 117.5
Total, Calarasi, Anul 1994, Mii metri cubi, 103.9
Total, Calarasi, Anul 1995, Mii metri cubi, 117.1
Total, Calarasi, Anul 1996, Mii metri cubi, 114.5
Total, Calarasi, Anul 1997, Mii metri cubi, 100
Total, Calarasi, Anul 1998, Mii metri cubi, 88.6
Total, Calarasi, Anul 1999, Mii metri cubi, 103.4
Total, Calarasi, Anul 2000, Mii metri cubi, 112.9
Total, Calarasi, Anul 2001, Mii metri cubi, 102.6
Total, Calarasi, Anul 2002, Mii metri cubi, 135.7
Total, Calarasi, Anul 2003, Mii metri cubi, 133.1
Total, Calarasi, Anul 2004, Mii metri cubi, 143.2
Total, Calarasi, Anul 2005, Mii metri cubi, 118.6
Total, Calarasi, Anul 2006, Mii metri cubi, 126.7
Total, Calarasi, Anul 2007, Mii metri cubi, 137
Total, Calarasi, Anul 2008, Mii metri cubi, 134.5
Total, Calarasi, Anul 2009, Mii metri cubi, 125.8
Total, Calarasi, Anul 2010, Mii metri cubi, 110.6
Total, Calarasi, Anul 2011, Mii metri cubi, 122.3
Total, Calarasi, Anul 2012, Mii metri cubi, 135.6
Total, Calarasi, Anul 2013, Mii metri cubi, 137.2
Total, Calarasi, Anul 2014, Mii metri cubi, 100.8
Total, Calarasi, Anul 2015, Mii metri cubi, 144
Total, Dambovita, Anul 1990, Mii metri cubi, 238.1
Total, Dambovita, Anul 1991, Mii metri cubi, 219
Total, Dambovita, Anul 1992, Mii metri cubi, 206.5
Total, Dambovita, Anul 1993, Mii metri cubi, 207.7
Total, Dambovita, Anul 1994, Mii metri cubi, 169
Total, Dambovita, Anul 1995, Mii metri cubi, 189.6
Total, Dambovita, Anul 1996, Mii metri cubi, 216.6
Total, Dambovita, Anul 1997, Mii metri cubi, 197.8
Total, Dambovita, Anul 1998, Mii metri cubi, 179.3
Total, Dambovita, Anul 1999, Mii metri cubi, 185.7
Total, Dambovita, Anul 2000, Mii metri cubi, 221.2
Total, Dambovita, Anul 2001, Mii metri cubi, 285.3
Total, Dambovita, Anul 2002, Mii metri cubi, 296.9
Total, Dambovita, Anul 2003, Mii metri cubi, 314.9
Total, Dambovita, Anul 2004, Mii metri cubi, 341.8
Total, Dambovita, Anul 2005, Mii metri cubi, 257.9
Total, Dambovita, Anul 2006, Mii metri cubi, 237.1
Total, Dambovita, Anul 2007, Mii metri cubi, 216.1
Total, Dambovita, Anul 2008, Mii metri cubi, 165.7
Total, Dambovita, Anul 2009, Mii metri cubi, 237.3
Total, Dambovita, Anul 2010, Mii metri cubi, 229.7
Total, Dambovita, Anul 2011, Mii metri cubi, 246
Total, Dambovita, Anul 2012, Mii metri cubi, 267.8
Total, Dambovita, Anul 2013, Mii metri cubi, 352.9
Total, Dambovita, Anul 2014, Mii metri cubi, 336.8
Total, Dambovita, Anul 2015, Mii metri cubi, 305.2
Total, Giurgiu, Anul 1990, Mii metri cubi, 84.3
Total, Giurgiu, Anul 1991, Mii metri cubi, 173.3
Total, Giurgiu, Anul 1992, Mii metri cubi, 117.3
Total, Giurgiu, Anul 1993, Mii metri cubi, 120.1
Total, Giurgiu, Anul 1994, Mii metri cubi, 113.2
Total, Giurgiu, Anul 1995, Mii metri cubi, 121.4
Total, Giurgiu, Anul 1996, Mii metri cubi, 131.4
Total, Giurgiu, Anul 1997, Mii metri cubi, 89.8
Total, Giurgiu, Anul 1998, Mii metri cubi, 81.3
Total, Giurgiu, Anul 1999, Mii metri cubi, 78.4
Total, Giurgiu, Anul 2000, Mii metri cubi, 77.5
Total, Giurgiu, Anul 2001, Mii metri cubi, 100.7
Total, Giurgiu, Anul 2002, Mii metri cubi, 114.7
Total, Giurgiu, Anul 2003, Mii metri cubi, 114.7
Total, Giurgiu, Anul 2004, Mii metri cubi, 127.8
Total, Giurgiu, Anul 2005, Mii metri cubi, 122.6
Total, Giurgiu, Anul 2006, Mii metri cubi, 131
Total, Giurgiu, Anul 2007, Mii metri cubi, 120.3
Total, Giurgiu, Anul 2008, Mii metri cubi, 126.3
Total, Giurgiu, Anul 2009, Mii metri cubi, 109.2
Total, Giurgiu, Anul 2010, Mii metri cubi, 111.6
Total, Giurgiu, Anul 2011, Mii metri cubi, 123.6
Total, Giurgiu, Anul 2012, Mii metri cubi, 119.6
Total, Giurgiu, Anul 2013, Mii metri cubi, 101.4
Total, Giurgiu, Anul 2014, Mii metri cubi, 111.9
Total, Giurgiu, Anul 2015, Mii metri cubi, 123.2
Total, Ialomita, Anul 1990, Mii metri cubi, 93.7
Total, Ialomita, Anul 1991, Mii metri cubi, 92
Total, Ialomita, Anul 1992, Mii metri cubi, 90.6
Total, Ialomita, Anul 1993, Mii metri cubi, 101.6
Total, Ialomita, Anul 1994, Mii metri cubi, 91
Total, Ialomita, Anul 1995, Mii metri cubi, 99.6
Total, Ialomita, Anul 1996, Mii metri cubi, 91.9
Total, Ialomita, Anul 1997, Mii metri cubi, 84.2
Total, Ialomita, Anul 1998, Mii metri cubi, 79.2
Total, Ialomita, Anul 1999, Mii metri cubi, 69.6
Total, Ialomita, Anul 2000, Mii metri cubi, 88.2
Total, Ialomita, Anul 2001, Mii metri cubi, 101.9
Total, Ialomita, Anul 2002, Mii metri cubi, 126.2
Total, Ialomita, Anul 2003, Mii metri cubi, 109.1
Total, Ialomita, Anul 2004, Mii metri cubi, 137.8
Total, Ialomita, Anul 2005, Mii metri cubi, 125.1
Total, Ialomita, Anul 2006, Mii metri cubi, 122.3
Total, Ialomita, Anul 2007, Mii metri cubi, 110.2
Total, Ialomita, Anul 2008, Mii metri cubi, 110.6
Total, Ialomita, Anul 2009, Mii metri cubi, 102
Total, Ialomita, Anul 2010, Mii metri cubi, 92.8
Total, Ialomita, Anul 2011, Mii metri cubi, 99.7
Total, Ialomita, Anul 2012, Mii metri cubi, 115
Total, Ialomita, Anul 2013, Mii metri cubi, 112.2
Total, Ialomita, Anul 2014, Mii metri cubi, 92.6
Total, Ialomita, Anul 2015, Mii metri cubi, 108.2
Total, Prahova, Anul 1990, Mii metri cubi, 362.6
Total, Prahova, Anul 1991, Mii metri cubi, 357.4
Total, Prahova, Anul 1992, Mii metri cubi, 396.5
Total, Prahova, Anul 1993, Mii metri cubi, 362.3
Total, Prahova, Anul 1994, Mii metri cubi, 346.5
Total, Prahova, Anul 1995, Mii metri cubi, 305.3
Total, Prahova, Anul 1996, Mii metri cubi, 301.2
Total, Prahova, Anul 1997, Mii metri cubi, 290.1
Total, Prahova, Anul 1998, Mii metri cubi, 279.7
Total, Prahova, Anul 1999, Mii metri cubi, 280.7
Total, Prahova, Anul 2000, Mii metri cubi, 328.2
Total, Prahova, Anul 2001, Mii metri cubi, 364.9
Total, Prahova, Anul 2002, Mii metri cubi, 327.8
Total, Prahova, Anul 2003, Mii metri cubi, 300.5
Total, Prahova, Anul 2004, Mii metri cubi, 351.1
Total, Prahova, Anul 2005, Mii metri cubi, 357.4
Total, Prahova, Anul 2006, Mii metri cubi, 373.6
Total, Prahova, Anul 2007, Mii metri cubi, 401.2
Total, Prahova, Anul 2008, Mii metri cubi, 305.7
Total, Prahova, Anul 2009, Mii metri cubi, 325.5
Total, Prahova, Anul 2010, Mii metri cubi, 373.7
Total, Prahova, Anul 2011, Mii metri cubi, 439.6
Total, Prahova, Anul 2012, Mii metri cubi, 469.2
Total, Prahova, Anul 2013, Mii metri cubi, 439.3
Total, Prahova, Anul 2014, Mii metri cubi, 395.5
Total, Prahova, Anul 2015, Mii metri cubi, 416.6
Total, Teleorman, Anul 1990, Mii metri cubi, 100.2
Total, Teleorman, Anul 1991, Mii metri cubi, 123.5
Total, Teleorman, Anul 1992, Mii metri cubi, 109
Total, Teleorman, Anul 1993, Mii metri cubi, 119.5
Total, Teleorman, Anul 1994, Mii metri cubi, 116
Total, Teleorman, Anul 1995, Mii metri cubi, 114.3
Total, Teleorman, Anul 1996, Mii metri cubi, 113
Total, Teleorman, Anul 1997, Mii metri cubi, 87.7
Total, Teleorman, Anul 1998, Mii metri cubi, 84.3
Total, Teleorman, Anul 1999, Mii metri cubi, 77.7
Total, Teleorman, Anul 2000, Mii metri cubi, 76.4
Total, Teleorman, Anul 2001, Mii metri cubi, 72
Total, Teleorman, Anul 2002, Mii metri cubi, 66.5
Total, Teleorman, Anul 2003, Mii metri cubi, 79.9
Total, Teleorman, Anul 2004, Mii metri cubi, 72.4
Total, Teleorman, Anul 2005, Mii metri cubi, 62.6
Total, Teleorman, Anul 2006, Mii metri cubi, 57.4
Total, Teleorman, Anul 2007, Mii metri cubi, 51.8
Total, Teleorman, Anul 2008, Mii metri cubi, 57.7
Total, Teleorman, Anul 2009, Mii metri cubi, 50.8
Total, Teleorman, Anul 2010, Mii metri cubi, 52.4
Total, Teleorman, Anul 2011, Mii metri cubi, 56.5
Total, Teleorman, Anul 2012, Mii metri cubi, 56.7
Total, Teleorman, Anul 2013, Mii metri cubi, 55.8
Total, Teleorman, Anul 2014, Mii metri cubi, 52.1
Total, Teleorman, Anul 2015, Mii metri cubi, 54
Total, Ilfov, Anul 1990, Mii metri cubi, 62.4
Total, Ilfov, Anul 1991, Mii metri cubi, 2
Total, Ilfov, Anul 1992, Mii metri cubi, 67.4
Total, Ilfov, Anul 1993, Mii metri cubi, 66.3
Total, Ilfov, Anul 1994, Mii metri cubi, 70.7
Total, Ilfov, Anul 1995, Mii metri cubi, 73.4
Total, Ilfov, Anul 1996, Mii metri cubi, 87.5
Total, Ilfov, Anul 1997, Mii metri cubi, 69.7
Total, Ilfov, Anul 1998, Mii metri cubi, 71.2
Total, Ilfov, Anul 1999, Mii metri cubi, 63.4
Total, Ilfov, Anul 2000, Mii metri cubi, 91.9
Total, Ilfov, Anul 2001, Mii metri cubi, 80.3
Total, Ilfov, Anul 2002, Mii metri cubi, 89.6
Total, Ilfov, Anul 2003, Mii metri cubi, 93.5
Total, Ilfov, Anul 2004, Mii metri cubi, 95.4
Total, Ilfov, Anul 2005, Mii metri cubi, 98.9
Total, Ilfov, Anul 2006, Mii metri cubi, 89
Total, Ilfov, Anul 2007, Mii metri cubi, 6.3
Total, Ilfov, Anul 2008, Mii metri cubi, 78.4
Total, Ilfov, Anul 2009, Mii metri cubi, 76
Total, Ilfov, Anul 2010, Mii metri cubi, 70.8
Total, Ilfov, Anul 2011, Mii metri cubi, 74.5
Total, Ilfov, Anul 2012, Mii metri cubi, 73
Total, Ilfov, Anul 2013, Mii metri cubi, 74.2
Total, Ilfov, Anul 2014, Mii metri cubi, 73.2
Total, Ilfov, Anul 2015, Mii metri cubi, 74.2
Total, Municipiul Bucuresti, Anul 2002, Mii metri cubi, .1
Total, Municipiul Bucuresti, Anul 2004, Mii metri cubi, 2.5
Total, Municipiul Bucuresti, Anul 2005, Mii metri cubi, 1.3
Total, Municipiul Bucuresti, Anul 2006, Mii metri cubi, 1.6
Total, Municipiul Bucuresti, Anul 2009, Mii metri cubi, .4
Total, Municipiul Bucuresti, Anul 2010, Mii metri cubi, .5
Total, Municipiul Bucuresti, Anul 2011, Mii metri cubi, .4
Total, Municipiul Bucuresti, Anul 2012, Mii metri cubi, .5
Total, Municipiul Bucuresti, Anul 2013, Mii metri cubi, .6
Total, Municipiul Bucuresti, Anul 2014, Mii metri cubi, .5
Total, Municipiul Bucuresti, Anul 2015, Mii metri cubi, .2
Total, Dolj, Anul 1990, Mii metri cubi, 186
Total, Dolj, Anul 1991, Mii metri cubi, 268.6
Total, Dolj, Anul 1992, Mii metri cubi, 262.7
Total, Dolj, Anul 1993, Mii metri cubi, 212.6
Total, Dolj, Anul 1994, Mii metri cubi, 242.1
Total, Dolj, Anul 1995, Mii metri cubi, 251.7
Total, Dolj, Anul 1996, Mii metri cubi, 247.8
Total, Dolj, Anul 1997, Mii metri cubi, 221.9
Total, Dolj, Anul 1998, Mii metri cubi, 155.5
Total, Dolj, Anul 1999, Mii metri cubi, 170.4
Total, Dolj, Anul 2000, Mii metri cubi, 190.8
Total, Dolj, Anul 2001, Mii metri cubi, 203.9
Total, Dolj, Anul 2002, Mii metri cubi, 204.9
Total, Dolj, Anul 2003, Mii metri cubi, 213
Total, Dolj, Anul 2004, Mii metri cubi, 224.8
Total, Dolj, Anul 2005, Mii metri cubi, 203.7
Total, Dolj, Anul 2006, Mii metri cubi, 174.9
Total, Dolj, Anul 2007, Mii metri cubi, 189.2
Total, Dolj, Anul 2008, Mii metri cubi, 178.3
Total, Dolj, Anul 2009, Mii metri cubi, 124.6
Total, Dolj, Anul 2010, Mii metri cubi, 164.1
Total, Dolj, Anul 2011, Mii metri cubi, 189.8
Total, Dolj, Anul 2012, Mii metri cubi, 190.5
Total, Dolj, Anul 2013, Mii metri cubi, 180.4
Total, Dolj, Anul 2014, Mii metri cubi, 153.1
Total, Dolj, Anul 2015, Mii metri cubi, 162.8
Total, Gorj, Anul 1990, Mii metri cubi, 500.3
Total, Gorj, Anul 1991, Mii metri cubi, 444.3
Total, Gorj, Anul 1992, Mii metri cubi, 394.2
Total, Gorj, Anul 1993, Mii metri cubi, 306.1
Total, Gorj, Anul 1994, Mii metri cubi, 294.2
Total, Gorj, Anul 1995, Mii metri cubi, 272.1
Total, Gorj, Anul 1996, Mii metri cubi, 317.6
Total, Gorj, Anul 1997, Mii metri cubi, 308.4
Total, Gorj, Anul 1998, Mii metri cubi, 213.3
Total, Gorj, Anul 1999, Mii metri cubi, 260.8
Total, Gorj, Anul 2000, Mii metri cubi, 303.3
Total, Gorj, Anul 2001, Mii metri cubi, 361.6
Total, Gorj, Anul 2002, Mii metri cubi, 364.9
Total, Gorj, Anul 2003, Mii metri cubi, 321.3
Total, Gorj, Anul 2004, Mii metri cubi, 380.5
Total, Gorj, Anul 2005, Mii metri cubi, 316.2
Total, Gorj, Anul 2006, Mii metri cubi, 340.7
Total, Gorj, Anul 2007, Mii metri cubi, 363.3
Total, Gorj, Anul 2008, Mii metri cubi, 379
Total, Gorj, Anul 2009, Mii metri cubi, 195.7
Total, Gorj, Anul 2010, Mii metri cubi, 434.7
Total, Gorj, Anul 2011, Mii metri cubi, 461.1
Total, Gorj, Anul 2012, Mii metri cubi, 475.7
Total, Gorj, Anul 2013, Mii metri cubi, 458.9
Total, Gorj, Anul 2014, Mii metri cubi, 475.7
Total, Gorj, Anul 2015, Mii metri cubi, 524.9
Total, Mehedinti, Anul 1990, Mii metri cubi, 316.6
Total, Mehedinti, Anul 1991, Mii metri cubi, 262.5
Total, Mehedinti, Anul 1992, Mii metri cubi, 283.1
Total, Mehedinti, Anul 1993, Mii metri cubi, 269.6
Total, Mehedinti, Anul 1994, Mii metri cubi, 243.3
Total, Mehedinti, Anul 1995, Mii metri cubi, 272.1
Total, Mehedinti, Anul 1996, Mii metri cubi, 283
Total, Mehedinti, Anul 1997, Mii metri cubi, 309.6
Total, Mehedinti, Anul 1998, Mii metri cubi, 270.5
Total, Mehedinti, Anul 1999, Mii metri cubi, 236.7
Total, Mehedinti, Anul 2000, Mii metri cubi, 222.5
Total, Mehedinti, Anul 2001, Mii metri cubi, 211.8
Total, Mehedinti, Anul 2002, Mii metri cubi, 220.5
Total, Mehedinti, Anul 2003, Mii metri cubi, 205.2
Total, Mehedinti, Anul 2004, Mii metri cubi, 219.9
Total, Mehedinti, Anul 2005, Mii metri cubi, 204.6
Total, Mehedinti, Anul 2006, Mii metri cubi, 195.8
Total, Mehedinti, Anul 2007, Mii metri cubi, 189.7
Total, Mehedinti, Anul 2008, Mii metri cubi, 195.4
Total, Mehedinti, Anul 2009, Mii metri cubi, 131.1
Total, Mehedinti, Anul 2010, Mii metri cubi, 159
Total, Mehedinti, Anul 2011, Mii metri cubi, 167.6
Total, Mehedinti, Anul 2012, Mii metri cubi, 191.1
Total, Mehedinti, Anul 2013, Mii metri cubi, 196.2
Total, Mehedinti, Anul 2014, Mii metri cubi, 191.9
Total, Mehedinti, Anul 2015, Mii metri cubi, 218.1
Total, Olt, Anul 1990, Mii metri cubi, 126.6
Total, Olt, Anul 1991, Mii metri cubi, 171.3
Total, Olt, Anul 1992, Mii metri cubi, 140.9
Total, Olt, Anul 1993, Mii metri cubi, 131.6
Total, Olt, Anul 1994, Mii metri cubi, 124.6
Total, Olt, Anul 1995, Mii metri cubi, 129
Total, Olt, Anul 1996, Mii metri cubi, 143.7
